Title,Release Date,Color/B&W,Genre,Language,Country,Rating,Lead Actor,Director Name,Lead Actor FB Likes,Cast FB Likes,Director FB Likes,Movie FB Likes,IMDb Score (1-10), Total Reviews ,Duration (min),Gross Revenue,Budget
Welcome to Mooseport,8/19/2004,Color,Comedy,English,USA,PG-13,Rip Torn,Donald Petrie,826,2466,80,260,5.2,82,110,14469428,26000000
White Chicks,9/17/2004,Color,Comedy,English,USA,PG-13,Busy Philipps,Keenen Ivory Wayans,1000,6313,322,0,5.4,62,109,69148997,37000000
Wicker Park,6/5/2004,Color,Drama,English,USA,PG-13,Jessica Paré,Paul McGuigan,489,679,118,0,7,98,114,12831121,30000000
Wimbledon,3/22/2004,Color,Comedy,English,UK,PG-13,Kirsten Dunst,Richard Loncraine,4000,9330,12,0,6.3,129,98,16831505,31000000
Win a Date with Tad Hamilton!,7/19/2004,Color,Comedy,English,USA,PG-13,Topher Grace,Robert Luketic,2000,4681,126,876,5.6,84,95,16964743,24000000
Without a Paddle,9/4/2004,Color,Adventure,English,USA,PG-13,Antony Starr,Steven Brill,506,1266,65,0,5.9,94,95,58156435,19000000
Yes,3/19/2004,Color,Drama,English,UK,R,Shirley Henderson,Sally Potter,887,2721,87,305,6.9,76,100,396035,1000000
You Got Served,3/2/2004,Color,Drama,English,USA,PG-13,Jennifer Freeman,Chris Stokes,389,1792,548,0,3.5,58,95,40066497,8000000
A History of Violence,11/11/2005,Color,Crime,English,USA,R,Viggo Mortensen,David Cronenberg,10000,12754,0,0,7.5,441,96,31493782,32000000
A Lot Like Love,8/10/2005,Color,Comedy,English,USA,PG-13,Aimee Garcia,Nigel Cole,618,1095,13,0,6.6,112,107,21835784,30000000
A Sound of Thunder,2/18/2005,Color,Action,English,UK,PG-13,David Oyelowo,Peter Hyams,1000,1890,0,785,4.2,113,102,1891821,52000000
Æon Flux,9/13/2005,Color,Action,English,USA,PG-13,Charlize Theron,Karyn Kusama,9000,10185,45,0,5.5,178,93,25857987,62000000
Alone in the Dark,4/13/2005,Color,Horror,English,Canada,R,Catherine Lough Haggquist,Uwe Boll,310,838,892,1000,2.3,148,94,5132655,20000000
An American Haunting,11/28/2005,Color,Horror,English,UK,PG-13,Sissy Spacek,Courtney Solomon,874,1608,31,0,5,125,91,16298046,14000000
An Unfinished Life,3/25/2005,Color,Drama,English,USA,PG-13,Morgan Freeman,Lasse Hallström,11000,11519,529,0,7,107,108,8535575,30000000
Are We There Yet?,7/15/2005,Color,Adventure,English,USA,PG,Nia Long,Brian Levant,826,3558,32,773,4.6,75,95,82301521,32000000
Assault on Precinct 13,2/7/2005,Color,Action,English,USA,R,Brian Dennehy,Jean-François Richet,954,3148,25,999,6.3,152,109,19976073,20000000
Batman Begins,12/13/2005,Color,Action,English,USA,PG-13,Christian Bale,Christopher Nolan,23000,59558,22000,15000,8.3,478,128,205343774,150000000
Be Cool,12/22/2005,Color,Comedy,English,USA,PG-13,Dwayne Johnson,F. Gary Gray,12000,15889,473,0,5.7,161,118,55808744,53000000
Because of Winn-Dixie,9/26/2005,Color,Comedy,English,USA,PG,Cicely Tyson,Wayne Wang,907,3462,61,1000,6.4,96,106,32645546,14000000
BloodRayne,8/22/2005,Color,Action,English,USA,R,Meat Loaf,Uwe Boll,783,2930,892,937,2.9,143,92,1550000,25000000
Boogeyman,9/13/2005,Color,Drama,English,USA,PG-13,Barry Watson,Stephen Kay,526,1383,19,1000,4.1,140,89,46363118,20000000
Boynton Beach Club,4/15/2005,Color,Comedy,English,USA,R,Dyan Cannon,Susan Seidelman,267,1231,39,88,6.5,35,105,3123749,1500000
Brokeback Mountain,3/25/2005,Color,Drama,English,USA,R,Jake Gyllenhaal,Ang Lee,15000,39789,0,13000,7.7,357,134,83025853,14000000
Capote,5/28/2005,Color,Biography,English,Canada,R,Philip Seymour Hoffman,Bennett Miller,22000,22140,152,0,7.4,271,110,28747570,7000000
Cavite,7/22/2005,Color,Thriller,English,Philippines,Not Rated,Ian Gamazon,Neill Dela Llana,0,0,0,74,6.3,35,80,70071,7000
Charlie and the Chocolate Factory,12/30/2005,Color,Adventure,English,USA,PG,Johnny Depp,Tim Burton,40000,57844,13000,0,6.7,276,115,206456431,150000000
Cheaper by the Dozen 2,7/29/2005,Color,Adventure,English,USA,PG,Taylor Lautner,Adam Shankman,12000,20348,163,781,5.4,77,94,82569532,60000000
Chicken Little,10/27/2005,Color,Adventure,English,USA,G,Catherine O'Hara,Mark Dindal,925,2252,10,912,5.8,161,81,135381507,150000000
Chocolate: Deep Dark Secrets,3/14/2005,Color,Thriller,Hindi,India,,Emraan Hashmi,Vivek Agnihotri,724,2024,5,31,4.8,4,160,49000,1500000
Cinderella Man,10/26/2005,Color,Biography,English,USA,PG-13,Paddy Considine,Ron Howard,680,2523,2000,0,8,201,144,61644321,88000000
Coach Carter,3/5/2005,Color,Drama,English,USA,PG-13,Channing Tatum,Thomas Carter,17000,20299,49,0,7.2,127,136,67253092,30000000
Conversations with Other Women,6/7/2005,Color,Comedy,English,UK,R,Olivia Wilde,Hans Canosa,10000,12496,3,0,7.1,365,84,379122,450000
Corpse Bride,11/16/2005,Color,Animation,English,USA,PG,Johnny Depp,Tim Burton,40000,60683,13000,0,7.4,267,77,53337608,40000000
Cry_Wolf,7/23/2005,Color,Drama,English,USA,PG-13,Julian Morris,Jeff Wadlow,1000,3155,65,816,5.9,137,90,10042266,1000000
Cursed,4/14/2005,Color,Comedy,English,USA,PG-13,Shannon Elizabeth,Wes Craven,1000,2535,0,0,5,158,99,19294901,35000000
Dark Water,8/7/2005,Color,Drama,English,USA,PG-13,Dougray Scott,Walter Salles,794,1467,179,0,5.6,196,103,25472967,30000000
Dave Chappelle's Block Party,2/4/2005,Color,Comedy,English,USA,R,Common,Michel Gondry,989,2165,1000,635,7.2,114,100,11694528,3000000
Derailed,7/15/2005,Color,Drama,English,USA,R,Denis O'Hare,Mikael Håfström,896,2019,101,0,6.6,116,112,36020063,22000000
Deuce Bigalow: European Gigolo,10/4/2005,Color,Comedy,English,USA,R,Carlos Ponce,Mike Bigelow,591,1729,2,887,4.6,98,83,22264487,22000000
Diary of a Mad Black Woman,10/25/2005,Color,Comedy,English,USA,PG-13,Cicely Tyson,Darren Grant,907,2723,0,0,5.6,62,116,50382128,5500000
Dil Jo Bhi Kahey...,5/11/2005,Color,Romance,English,India,,Annabelle Wallis,Romesh Sharma,421,622,0,9,5.1,4,,129319,70000000
Domino,7/15/2005,Color,Action,English,France,R,Ian Ziering,Tony Scott,984,5702,12000,0,6,186,127,10137232,50000000
Doom,7/14/2005,Color,Action,English,UK,R,Dwayne Johnson,Andrzej Bartkowiak,12000,13517,43,0,5.2,237,113,28031250,60000000
Down in the Valley,11/9/2005,Color,Drama,English,USA,R,Hunter Parrish,David Jacobson,2000,3921,12,412,6.5,74,108,568695,8000000
Dreamer: Inspired by a True Story,7/7/2005,Color,Drama,English,USA,PG,Ken Howard,John Gatins,649,1400,61,0,6.9,75,98,32701088,32000000
Duma,2/14/2005,Color,Adventure,English,USA,PG,Eamonn Walker,Carroll Ballard,706,1579,19,0,7.3,38,100,860002,12000000
Edmond,10/3/2005,Color,Drama,English,USA,R,Joe Mantegna,Stuart Gordon,1000,5761,216,661,6.3,79,82,131617,10000000
Elektra,12/3/2005,Color,Action,English,Canada,PG-13,Jennifer Garner,Rob Bowman,3000,7048,38,0,4.8,196,100,24407944,43000000
Elizabethtown,2/12/2005,Color,Comedy,English,USA,PG-13,Orlando Bloom,Cameron Crowe,5000,12700,488,0,6.4,190,123,26838389,57000000
End of the Spear,2/4/2005,Color,Adventure,English,USA,PG-13,Chase Ellison,Jim Hanon,772,1058,2,1000,7,47,108,11703287,10000000
Fateless,7/19/2005,Color,Drama,Hungarian,Hungary,R,Marcell Nagy,Lajos Koltai,9,11,45,607,7.1,73,134,195888,2500000000
Fever Pitch,7/22/2005,Color,Comedy,English,USA,PG-13,Jimmy Fallon,Bobby Farrelly,787,1827,101,0,6.2,124,104,42071069,30000000
Flightplan,6/16/2005,Color,Drama,English,USA,PG-13,Erika Christensen,Robert Schwentke,931,2287,124,0,6.2,231,98,89706988,55000000
Four Brothers,6/7/2005,Color,Action,English,USA,R,Josh Charles,John Singleton,1000,2740,309,0,6.9,123,109,74484168,45000000
Fun with Dick and Jane,11/16/2005,Color,Comedy,English,USA,PG-13,John Michael Higgins,Dean Parisot,957,1997,23,2000,6.1,135,90,110332737,100000000
Get Rich or Die Tryin',9/14/2005,Color,Biography,English,USA,R,50 Cent,Jim Sheridan,1000,3969,260,0,5,98,117,30981850,40000000
Goal! The Dream Begins,6/5/2005,Color,Drama,English,USA,PG-13,Sean Pertwee,Danny Cannon,722,2859,41,0,6.8,90,118,4280577,10000000
"Good Night, and Good Luck.",11/23/2005,Black and White,Biography,English,USA,PG,Robert Downey Jr.,George Clooney,21000,22745,0,0,7.5,351,93,31501218,7500000
Guess Who,1/13/2005,Color,Comedy,English,USA,PG-13,Bernie Mac,Kevin Rodney Sullivan,1000,2689,8,919,5.9,104,105,67962333,35000000
Hard Candy,7/4/2005,Color,Crime,English,USA,R,Odessa Rae,David Slade,109,117,171,12000,7.1,231,104,1007962,950000
Harry Potter and the Goblet of Fire,2/13/2005,Color,Adventure,English,UK,PG-13,Robert Pattinson,Mike Newell,21000,53413,179,0,7.6,295,157,289994397,150000000
Harsh Times,8/2/2005,Color,Action,English,USA,R,J.K. Simmons,David Ayer,24000,50313,453,0,7,118,116,3335839,2000000
Herbie Fully Loaded,6/6/2005,Color,Adventure,English,USA,G,Scoot McNairy,Angela Robinson,660,2177,23,1000,4.7,117,101,66002004,50000000
Hide and Seek,4/3/2005,Color,Drama,English,USA,R,Robert De Niro,John Polson,22000,23328,21,0,5.9,180,101,51097664,30000000
Hitch,9/21/2005,Color,Comedy,English,USA,PG-13,Will Smith,Andy Tennant,10000,13426,72,0,6.6,171,118,177575142,70000000
Hoodwinked!,11/12/2005,Color,Action,English,USA,PG,Anne Hathaway,Cory Edwards,11000,14385,19,0,6.5,142,80,51053787,17500000
Hostage,11/22/2005,Color,Action,English,USA,R,Jimmy Bennett,Florent-Emilio Siri,87000,103354,17,0,6.6,152,113,34636443,52000000
Hostel,9/12/2005,Color,Horror,English,USA,R,Jay Hernandez,Eli Roth,1000,2990,0,0,5.9,303,93,47277326,4800000
House of Wax,1/29/2005,Color,Horror,English,Australia,R,Robert Ri'chard,Jaume Collet-Serra,730,2178,174,0,5.3,228,108,32048809,30000000
Hustle & Flow,12/17/2005,Color,Crime,English,USA,R,Isaac Hayes,Craig Brewer,275,727,153,0,7.4,159,116,22201636,8000000
Imagine Me & You,2/15/2005,Color,Comedy,English,UK,R,Celia Imrie,Ol Parker,186,619,21,0,6.9,85,90,671240,7900000
Inside Deep Throat,9/17/2005,Black and White,Biography,English,USA,NC-17,Hugh M. Hefner,Fenton Bailey,373,1136,13,592,6.8,123,89,653621,2000000
Into the Blue,1/19/2005,Color,Action,English,USA,PG-13,Paul Walker,John Stockwell,23000,25049,134,0,5.8,120,110,18472363,50000000
Jarhead,10/16/2005,Color,Action,English,Germany,R,Jake Gyllenhaal,Sam Mendes,15000,15850,0,0,7.1,262,125,62647540,70000000
Joyeux Noel,10/16/2005,Color,Drama,French,France,PG-13,Gary Lewis,Christian Carion,203,773,13,11000,7.8,115,116,1050445,22000000
Just Like Heaven,12/6/2005,Color,Comedy,English,USA,PG-13,Jon Heder,Mark Waters,970,2876,70,0,6.7,142,95,48291624,58000000
Kicking & Screaming,4/25/2005,Color,Comedy,English,USA,PG,Josh Hutcherson,Jesse Dylan,14000,27351,58,743,5.6,94,95,52580895,45000000
King Kong,7/28/2005,Color,Action,English,New Zealand,PG-13,Naomi Watts,Peter Jackson,6000,7123,0,0,7.2,446,201,218051260,207000000
Kingdom of Heaven,8/1/2005,Color,Action,English,USA,R,Liam Neeson,Ridley Scott,14000,19600,0,0,7.2,239,194,47396698,130000000
King's Ransom,5/23/2005,Color,Comedy,English,USA,PG-13,Donald Faison,Jeffrey W. Byrd,927,4990,2,83,4.1,23,95,4006906,15000000
Kiss Kiss Bang Bang,11/20/2005,Color,Comedy,English,USA,R,Robert Downey Jr.,Shane Black,21000,23932,1000,0,7.6,223,103,4235837,15000000
Lady Vengeance,7/30/2005,Color,Crime,Korean,South Korea,R,Min-sik Choi,Chan-wook Park,717,907,0,4000,7.7,202,112,211667,4200000000
Land of the Dead,11/23/2005,Black and White,Horror,English,Canada,R,Tony Nappo,George A. Romero,654,1876,0,0,6.2,252,97,20433940,15000000
London,10/14/2005,Color,Drama,English,UK,R,Jason Statham,Hunter Richards,26000,39518,11,0,6.6,34,92,12667,14000
Lonesome Jim,2/26/2005,Color,Comedy,English,USA,R,Kevin Corrigan,Steve Buscemi,778,1440,12000,238,6.6,81,91,154077,500000
Lord of War,11/14/2005,Color,Crime,English,USA,R,Nicolas Cage,Andrew Niccol,12000,12076,487,10000,7.6,168,122,24127895,50000000
Lords of Dogtown,10/28/2005,Color,Biography,English,USA,PG-13,Heath Ledger,Catherine Hardwicke,13000,16651,308,5000,7.1,119,107,11008432,25000000
Madagascar,3/23/2005,Color,Adventure,English,USA,PG,Jada Pinkett Smith,Eric Darnell,851,1777,35,0,6.9,181,86,193136719,75000000
Man of the House,6/5/2005,Color,Action,English,USA,PG-13,Christina Milian,Stephen Herek,1000,6171,65,779,5.4,59,100,19118247,40000000
Manderlay,4/24/2005,Color,Drama,English,Denmark,Not Rated,Bryce Dallas Howard,Lars von Trier,3000,4211,3000,1000,7.4,140,139,74205,14200000
March of the Penguins,3/15/2005,Color,Documentary,French,France,G,Morgan Freeman,Luc Jacquet,11000,11218,10,0,7.6,169,80,77413017,8000000
Match Point,5/29/2005,Color,Drama,English,UK,R,Scarlett Johansson,Woody Allen,19000,20391,11000,0,7.7,278,119,23089926,15000000
Me and You and Everyone We Know,11/30/2005,Color,Comedy,English,USA,R,Najarra Townsend,Miranda July,538,1349,244,0,7.4,151,91,3885134,2000000
Memoirs of a Geisha,5/19/2005,Color,Drama,English,USA,PG-13,Li Gong,Rob Marshall,879,2380,252,0,7.3,229,145,57010853,85000000
Mirrormask,6/23/2005,Color,Adventure,English,UK,PG,Stephanie Leonidas,Dave McKean,420,1215,21,0,6.9,116,101,864959,4000000
Miss Congeniality 2: Armed and Fabulous,4/3/2005,Color,Action,English,USA,PG-13,Eileen Brennan,John Pasquin,1000,4305,11,621,5,111,115,48472213,45000000
Monster-in-Law,6/28/2005,Color,Comedy,English,Germany,PG-13,Adam Scott,Robert Luketic,3000,6292,126,0,5.5,132,101,82931301,60000000
Mr. & Mrs. Smith,8/7/2005,Color,Action,English,USA,PG-13,Brad Pitt,Doug Liman,11000,22722,218,0,6.5,233,126,186336103,120000000
Mrs Henderson Presents,10/30/2005,Color,Comedy,English,UK,R,Bob Hoskins,Stephen Frears,5000,5637,350,0,7.1,137,103,11034436,20000000
Munich,1/13/2005,Color,Drama,English,France,R,Ayelet Zurer,Steven Spielberg,745,2529,14000,0,7.6,298,163,47379090,70000000
Murderball,7/19/2005,Color,Documentary,English,USA,R,Mark Zupan,Henry Alex Rubin,15,15,30,0,7.8,110,88,1523883,1750211
Must Love Dogs,8/4/2005,Color,Comedy,English,USA,PG-13,Stockard Channing,Gary David Goldberg,944,4879,30,0,5.9,120,98,43894863,30000000
Nanny McPhee,5/7/2005,Color,Comedy,English,USA,PG,Colin Firth,Kirk Jones,14000,17278,52,0,6.6,128,97,47124400,25000000
Neal 'N' Nikki,11/5/2005,Color,Comedy,English,India,,Abhishek Bachchan,Arjun Sablok,374,602,0,66,3.3,5,97,100358,1500000
Nomad: The Warrior,9/22/2005,Color,Drama,Kazakh,France,R,Jay Hernandez,Sergey Bodrov,1000,2115,44,265,6,30,112,77231,25000000
North Country,8/11/2005,Color,Drama,English,USA,R,Jeremy Renner,Niki Caro,10000,20563,51,0,7.3,155,126,18324242,35000000
Oliver Twist,11/29/2005,Color,Crime,English,UK,PG-13,Ian McNeice,Roman Polanski,268,450,2000,0,6.9,127,130,1987287,50000000
Pooh's Heffalump Movie,8/18/2005,Color,Animation,English,USA,G,Kath Soucie,Frank Nissen,304,861,0,264,6.4,45,68,18081626,20000000
Pride & Prejudice,4/9/2005,Color,Drama,English,France,PG,Talulah Riley,Joe Wright,422,1083,456,17000,7.8,177,135,38372662,28000000
Red Eye,8/28/2005,Color,Mystery,English,USA,PG-13,Robert Pine,Wes Craven,332,1090,0,0,6.5,224,85,57859105,26000000
Rent,9/20/2005,Color,Drama,English,USA,PG-13,Rosario Dawson,Chris Columbus,3000,5917,0,3000,7,146,135,29077547,40000000
Robots,6/10/2005,Color,Adventure,English,USA,PG,Jim Broadbent,Chris Wedge,1000,1804,77,0,6.3,163,91,128200012,75000000
Sahara,11/11/2005,Color,Action,English,UK,PG-13,Matthew McConaughey,Breck Eisner,11000,13073,42,0,6,163,124,68642452,130000000
Saw II,11/23/2005,Color,Horror,English,USA,R,Emmanuelle Vaugier,Darren Lynn Bousman,1000,4134,163,0,6.6,250,95,87025093,4000000
Serenity,4/6/2005,Color,Action,English,USA,PG-13,Adam Baldwin,Joss Whedon,2000,2853,0,14000,8,276,119,25335935,40000000
Sin City,8/25/2005,Black and White,Crime,English,USA,R,Rosario Dawson,Frank Miller,3000,3924,436,13000,8.1,374,147,74098862,40000000
Sky High,1/18/2005,Color,Adventure,English,USA,PG,Michael Angarano,Mike Mitchell,947,2968,31,0,6.2,127,100,63939454,35000000
Slow Burn,1/24/2005,Color,Drama,English,USA,R,Mekhi Phifer,Wayne Beach,1000,4329,7,191,5.9,40,93,1181197,15500000
Son of the Mask,1/16/2005,Color,Comedy,English,USA,PG,Jamie Kennedy,Lawrence Guterman,490,1195,6,881,2.2,78,94,17010646,84000000
Star Wars: Episode III - Revenge of the Sith,2/21/2005,Color,Action,English,USA,PG-13,Natalie Portman,George Lucas,20000,44042,0,10000,7.6,359,140,380262555,113000000
Stealth,3/8/2005,Color,Action,English,USA,PG-13,Sam Shepard,Rob Cohen,820,2705,357,0,5,145,121,31704416,135000000
Syriana,9/17/2005,Color,Drama,English,USA,R,Matt Damon,Stephen Gaghan,13000,14747,79,0,7,358,128,50815288,50000000
Thank You for Smoking,2/28/2005,Color,Comedy,English,USA,R,J.K. Simmons,Jason Reitman,24000,25092,655,0,7.6,239,92,24792061,6500000
The 40-Year-Old Virgin,11/22/2005,Color,Comedy,English,USA,R,Steve Carell,Judd Apatow,7000,8341,0,0,7.1,217,133,109243478,26000000
The Adventures of Sharkboy and Lavagirl 3-D,7/13/2005,Color,Action,English,USA,PG,Taylor Lautner,Robert Rodriguez,12000,14899,0,0,3.5,66,93,39177541,50000000
The Amityville Horror,8/27/2005,Color,Drama,English,USA,R,Jimmy Bennett,Andrew Douglas,87000,120797,15,0,6,220,90,64255243,19000000
The Ballad of Jack and Rose,10/3/2005,Color,Drama,English,USA,R,Beau Bridges,Rebecca Miller,552,859,58,608,6.7,75,112,712294,1500000
The Brothers Grimm,3/17/2005,Color,Action,English,USA,PG-13,Matt Damon,Terry Gilliam,13000,27114,0,0,5.9,233,118,37899638,88000000
The Cave,9/7/2005,Color,Adventure,English,USA,PG-13,Eddie Cibrian,Bruce Hunt,849,2178,2,0,5.1,140,93,14888028,30000000
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",1/26/2005,Color,Adventure,English,USA,PG,Jim Broadbent,Andrew Adamson,1000,1317,80,0,6.9,284,150,291709845,180000000
The Chumscrubber,7/10/2005,Color,Comedy,English,USA,R,Rory Culkin,Arie Posin,710,2119,3,1000,7,74,108,49526,6800000
The Constant Gardener,8/13/2005,Color,Drama,English,UK,R,Archie Panjabi,Fernando Meirelles,883,1565,353,0,7.5,226,129,33565375,15000000
The Curse of the Were-Rabbit,5/21/2005,Color,Animation,English,UK,G,Mark Gatiss,Steve Box,567,1145,9,0,7.5,209,85,56068547,30000000
The Descent,9/5/2005,Color,Adventure,English,UK,R,MyAnna Buring,Neil Marshall,513,1379,197,10000,7.2,342,100,26005908,3500000
The Devil's Rejects,3/16/2005,Color,Crime,English,USA,R,Sid Haig,Rob Zombie,1000,3544,0,0,6.9,261,109,16901126,7000000
The Dukes of Hazzard,1/8/2005,Color,Action,English,USA,PG-13,Alice Greczyn,Jay Chandrasekhar,631,2297,422,0,5.1,144,107,80270227,50000000
The Exorcism of Emily Rose,7/7/2005,Color,Drama,English,USA,PG-13,Tom Wilkinson,Scott Derrickson,1000,2759,301,0,6.7,233,122,75072454,20000000
The Family Stone,10/8/2005,Color,Comedy,English,USA,PG-13,Craig T. Nelson,Thomas Bezucha,723,1615,15,0,6.3,142,103,6061759,17000000
The Game of Their Lives,4/20/2005,Color,Drama,English,USA,PG,Gerard Butler,David Anspaugh,18000,20354,25,445,6.2,21,101,375474,20000000
The Great Raid,9/29/2005,Black and White,Action,Filipino,USA,R,James Franco,John Dahl,11000,12133,131,0,6.7,81,132,10166502,80000000
The Hitchhiker's Guide to the Galaxy,4/16/2005,Color,Adventure,English,USA,PG,Zooey Deschanel,Garth Jennings,11000,14073,37,10000,6.8,276,109,51019112,50000000
The Interpreter,11/17/2005,Color,Crime,Aboriginal,UK,PG-13,Curtiss Cook,Sydney Pollack,591,2100,521,0,6.4,227,128,72515360,80000000
The Island,1/23/2005,Color,Action,English,USA,PG-13,Scarlett Johansson,Michael Bay,19000,34839,0,0,6.9,257,136,35799026,126000000
The Jacket,10/11/2005,Color,Drama,English,USA,R,Jennifer Jason Leigh,John Maybury,1000,5085,11,0,7.1,161,94,6301131,29000000
The Legend of Zorro,10/17/2005,Color,Action,Spanish,USA,PG,Michael Emerson,Martin Campbell,2000,2864,258,951,5.9,137,129,45356386,75000000
The Longest Yard,8/21/2005,Color,Comedy,English,USA,PG-13,Adam Sandler,Peter Segal,11000,13693,88,0,6.4,134,113,158115031,82000000
The Lost City,3/25/2005,Color,Drama,English,USA,R,Danny Pino,Andy Garcia,786,1674,0,957,6.7,52,144,2483955,9600000
The Man,7/24/2005,Color,Action,English,Germany,PG-13,Miguel Ferrer,Les Mayfield,688,1019,10,676,5.5,72,83,8326035,33000000
The Matador,5/25/2005,Color,Comedy,English,USA,R,Adam Scott,Richard Shepard,3000,4053,47,808,6.8,191,96,12570442,10000000
The New World,7/12/2005,Color,Biography,English,USA,PG-13,Christian Bale,Terrence Malick,23000,27829,0,0,6.7,222,150,12712093,30000000
The Pacifier,9/1/2005,Color,Action,English,Canada,PG,Vin Diesel,Adam Shankman,14000,16884,163,0,5.5,125,95,113006880,56000000
The Perfect Man,1/24/2005,Color,Comedy,English,USA,PG,Ben Feldman,Mark Rosman,1000,4789,15,767,5.5,65,100,16247775,25000000
The Producers,2/18/2005,Color,Comedy,English,USA,PG-13,Jon Lovitz,Susan Stroman,11000,24351,38,0,6.4,168,134,19377727,45000000
The Promise,7/13/2005,Color,Action,Mandarin,China,PG-13,Dong-gun Jang,Kaige Chen,489,949,45,445,5.6,90,103,668171,60000000
The Proposition,7/30/2005,Color,Crime,English,Australia,R,Ray Winstone,John Hillcoat,1000,2129,214,0,7.4,168,104,1900725,2000000
The Protector,12/15/2005,Color,Action,Thai,Thailand,R,Jon Foo,Prachya Pinkaew,778,2205,64,0,7.1,112,111,11905519,200000000
The Puffy Chair,10/23/2005,Color,Comedy,English,USA,R,Mark Duplass,Jay Duplass,830,1064,157,297,6.6,51,85,192467,15000
The Quiet,5/4/2005,Color,Drama,English,USA,R,Katy Mixon,Jamie Babbit,982,3299,91,698,6.4,65,91,381186,900000
